F001,9,20.87269188,-12.03877097
F002,6,-24.34669715,17.8588071
F003,6,-28.01498798,1.096828155
F004,8,-29.47398855,14.8047394
F005,9,28.389245,4.897203669
F006,10,12.01335498,-12.17929146
F007,10,5.14251275,13.59570981
F008,6,-30.6308693,-27.8901734
F009,10,-34.69608851,-23.20842537
F010,6,-25.06166004,-1.645371245
F011,10,-15.12164555,31.59320734
F012,5,6.207158828,-21.69094072
F013,5,31.87174558,35.71645155
F014,6,22.60540472,-16.7358156
F015,10,23.99665528,-10.86644953
F016,6,3.230468903,-18.42410721
F017,10,5.020907196,-8.601257303
F018,6,-1.24810701,-18.96568087
F019,9,4.747446024,18.19708998
F020,9,30.15130955,10.80587207
F021,5,-18.62608134,3.91764714
F022,10,33.30601828,3.684502204
F023,10,-35.26658398,-16.67134903
F024,8,1.603946293,-18.7459884
F025,6,30.01349984,34.94349444
F026,10,37.32376207,35.70762837
F027,9,27.52906093,5.274379178
F028,7,34.06345185,38.38798341
F029,10,-14.46137671,31.18455698
F030,7,-32.59255628,-22.95605937
F031,8,20.73603385,-25.12935567
F032,8,-22.22888241,2.533799421
F033,10,-5.28589143,-17.38997064
F034,10,14.20811606,-10.99601382
F035,6,-11.62074931,33.64082644
F036,8,24.40698162,-16.21168811
F037,10,38.70194652,39.45449271
F038,9,-0.834130155,19.6164183
F039,5,-31.55787375,-21.32030533
F040,10,-24.11253579,-1.421830693
F041,8,17.54030382,-38.53088932
F042,6,-24.01500684,19.71463978
F043,10,6.09681371,-10.597094
F044,9,32.50772848,37.56247896
F045,5,-27.09126586,1.636594456
F046,5,-38.55647795,-15.59317334
F047,10,-28.39039671,3.314400734
F048,6,10.21280984,13.71871471
F049,8,26.910102,2.642612973
F050,8,-33.23703505,-26.52574666
F051,7,30.6159794,30.90138664
F052,9,-39.92433484,-28.87546628
F053,7,-24.83713275,20.05308333
F054,7,20.72847389,-8.578994539
F055,7,19.87955071,-29.62748104
F056,6,-5.10739354,-7.78528237
F057,7,17.23304244,-33.04184618
F058,7,-2.794128559,-15.58703048
F059,5,-36.67305807,-17.17884351
F060,7,-29.13921924,-6.189765341
F061,5,36.87277854,33.9235049
F062,3,-29.29803575,14.525605
F063,4,30.68190912,4.686704619
F064,4,19.5767977,-37.65723128
F065,3,39.05281158,35.11610255
F066,5,21.57477081,-14.93869108
F067,1,-18.67967394,-1.853447156
F068,5,24.04062499,-10.19853795
F069,3,28.31608403,-32.01694279
F070,2,27.37759917,3.845980029
F071,3,27.61295452,2.13399424
F072,4,34.55506728,32.86204369
F073,5,33.02678427,7.848983518
F074,1,-32.88986262,-23.90321495
F075,1,-29.07038214,-21.13230999
F076,1,-2.147363094,8.214762875
F077,3,-13.24850333,32.62038136
F078,4,-17.37458576,3.132594012
F079,5,20.06171603,-14.57902226
F080,3,0.931055304,12.19515426
F081,2,5.147432261,-8.183890472
F082,1,20.93558561,-28.02396369
F083,3,-0.424421459,18.86049418
F084,3,-22.96887193,12.64246712
