F001,5,-4.091948029,26.96798366
F002,1,-19.91979491,20.08490872
F003,4,-26.40396924,10.37168431
F004,4,-18.00302685,4.285670464
F005,3,11.51777819,-30.87549689
F006,1,-36.361832,-24.42380719
F007,5,-5.755623919,-3.672561278
F008,5,1.073289009,24.74179692
F009,4,-28.53482455,-15.08679078
F010,2,-23.13663491,15.35676173
F011,5,-6.155402775,5.970614813
F012,1,-8.059186489,28.92625899
F013,3,2.470615614,31.16345824
F014,3,-27.21889641,-19.10661711
F015,3,-9.337047664,19.53227537
F016,3,-2.592314604,36.85107455
F017,2,-1.087198601,21.93186545
F018,2,7.192869161,0.863379022
F019,2,29.13298276,-13.48352733
F020,4,37.12292269,37.52407661
F021,5,11.7066564,-38.55992398
F022,3,29.32803251,33.68442196
F023,3,37.4797238,39.27045558
F024,3,26.11090791,9.244179708
F025,1,9.788863549,-0.191352885
F026,1,-23.75306178,11.87398218
F027,4,13.29789273,-36.35477839
F028,5,-15.79626997,3.980937704
F029,1,0.662969327,-2.750917818
F030,2,21.90583812,38.11939235
F031,1,20.88427259,6.488790004
F032,5,24.19679746,26.14313526
F033,3,-15.71822987,-22.6250324
F034,5,-4.982940383,23.66360002
F035,1,24.55494457,22.74113501
F036,5,22.85929509,28.66485241
F037,1,34.88944092,23.98573022
F038,2,14.68977724,5.032287124
F039,3,33.60652343,38.85503532
F040,4,11.62369377,7.113054787
F041,1,19.83906211,-31.48024254
F042,1,-30.46526599,-21.36723274
F043,1,37.38190668,38.28851598
F044,2,-22.66955969,24.12848608
F045,5,-38.78720375,23.62500152
F046,1,6.065895043,-0.43336867
F047,5,31.88120223,-12.93347914
F048,2,-30.44647244,-36.55157933
F049,3,15.38688719,13.49366291
F050,2,-3.635522215,24.09457338
F051,5,-13.96363438,-36.79853873
F052,4,-39.08889314,14.95503918
F053,4,-22.01620236,9.267453157
F054,2,6.900817312,-36.77965077
F055,2,38.95320304,-26.27684749
F056,3,30.91860516,22.82483191
F057,4,30.42514488,5.532508992
F058,4,36.0852986,6.254136968
F059,1,27.48957709,16.63456934
F060,1,11.39073016,-20.96989936
F061,2,9.034851291,13.95633183
F062,1,-5.960431021,-8.226836953
F063,1,-0.78190384,36.43991879
F064,4,11.75787991,-27.51585647
F065,2,21.53182444,-5.820952477
F066,2,-31.00575515,18.48907583
F067,1,0.941711099,25.57524616
F068,5,33.61539444,-36.56635688
F069,4,24.25475221,-8.309206542
F070,2,10.20021261,-3.390671987
F071,2,2.444165371,28.13237244
F072,5,-26.11278336,-26.52397728
F073,1,6.787679966,-20.31757069
F074,3,-21.09779569,34.09706931
F075,3,21.30859511,39.64143415
F076,2,-21.53676044,-29.20178645
F077,3,3.569016251,1.092773867
F078,3,12.80556018,-31.07314259
F079,1,-19.78322218,-6.399075056
F080,5,-2.839186702,7.374449836
F081,2,26.95636199,22.10176925
F082,1,-38.58417835,7.137598732
F083,4,27.46151395,12.86166916
F084,3,0.5857176,-1.201721429
F085,4,19.07037327,-15.03816414
F086,1,-3.559385196,12.1977212
F087,2,5.77300489,-27.4614965
F088,1,-21.45986995,8.669739833
F089,5,35.30138947,-20.7193859
F090,5,28.16752455,25.85209371
F091,1,-29.18994673,20.90504844
F092,3,30.1649209,-39.35752175
F093,4,27.42637964,17.23635369
F094,1,9.699916231,-4.842358838
F095,5,9.453135306,-33.79061567
F096,1,15.15321533,26.81250146
F097,3,24.58787362,38.20240582
F098,4,-14.14488574,15.88134854
F099,4,23.63572688,26.30949557
F100,2,25.5950733,33.75440878
F101,5,20.3392723,33.80039002
F102,4,-5.456840992,-4.416896163
F103,4,32.48304018,-35.36372352
F104,3,32.55687341,-5.917084506
F105,5,-36.67016632,-17.5920796
F106,1,36.45357512,-18.89938769
F107,2,-36.78389063,-34.90063274
F108,4,1.999832375,-23.75968918
F109,1,3.966768331,-14.49196741
F110,5,38.0213954,29.47128758
F111,3,12.44979501,15.51749531
F112,1,-18.48939624,-3.876403906
F113,2,-35.26908824,15.89319977
F114,5,14.14072588,10.84425161
F115,5,-18.51247093,0.039406627
F116,2,17.45394374,-23.32091168
F117,3,-20.48893917,-20.51259115
F118,2,11.89900165,-34.15439066
F119,2,-3.461257588,-6.695361261
F120,3,13.18786923,-26.05485605
F121,2,35.2640211,36.01626302
F122,4,22.2604724,-13.97171345
F123,1,-18.57836639,-32.14873222
F124,4,-10.34133398,-14.65458253
F125,2,19.66108107,9.794500727
F126,4,20.08703747,25.6049649
F127,2,2.725608797,19.15690413
F128,5,-2.125381741,22.7119992
F129,4,13.7773118,-34.51394641
F130,4,25.37931487,17.86864953
F131,1,5.305093039,15.82892598
F132,3,-18.89298717,3.91238115
F133,4,-30.19550146,10.75263453
F134,4,-5.017628438,-15.44926687
F135,5,31.15643015,-16.25433722
F136,5,-18.95495945,-35.61226147
F137,3,-14.23635457,35.32219238
F138,3,-20.45115435,-9.151047919
F139,1,-22.16414148,9.868747508
F140,4,0.28033337,35.35916072
F141,1,14.31258501,-5.532458105
F142,1,11.23574387,-25.11205863
F143,4,-1.720497361,-25.68182716
F144,1,4.531650658,-5.35522721
F145,5,-7.555674207,24.07550944
F146,5,32.79133439,2.573215431
F147,2,3.042312771,11.87514881
F148,5,-6.70436912,33.87467054
F149,2,-22.56266538,-23.4791452
F150,3,2.97720797,-31.376179
F151,1,2.9211052,36.86310249
F152,5,-2.808476393,-37.26828402
F153,2,-28.82573886,8.759217035
F154,2,-21.81463237,-33.1230193
F155,4,-29.88682495,-32.75789165
F156,5,-9.924777269,14.58511994
F157,3,34.32268867,23.08935884
F158,1,13.63600267,-21.62950921
F159,5,9.792182154,-19.18115413
F160,2,-9.819592841,6.905869106
F161,2,25.79293118,28.14838142
F162,1,6.410435721,-16.3090618
F163,5,22.58898882,27.86698155
F164,1,-4.604363051,26.28380499
F165,2,-31.61690104,-21.35621695
F166,5,-25.69834392,-20.14347966
F167,1,32.36598184,-8.261720105
F168,5,4.900428229,-24.66395459
F169,5,18.06195509,-7.191387928
F170,2,19.43147308,9.768722513
F171,1,23.15831307,14.37858638
F172,2,37.10784842,-18.86904617
