F001,3,-0.211418635,4.677900017
F002,4,26.37569263,24.05983697
F003,2,-37.14523355,-15.67022296
F004,4,25.24337488,-1.805245098
F005,3,6.255155846,-22.61577449
F006,4,-9.808554911,-38.19549836
F007,2,-29.82975809,5.213636963
F008,3,0.291649119,28.27749909
F009,2,37.49020771,32.83630511
F010,2,-23.70679475,32.03594706
F011,2,8.120401641,8.506245717
F012,1,-10.95233177,-21.3364384
F013,1,-12.91732793,35.18139373
F014,5,34.03078789,-22.94759502
F015,1,-12.74397618,9.338385162
F016,4,-4.614625787,-39.86338925
F017,5,14.0549005,-12.13710624
F018,1,26.43108171,-39.03288682
F019,3,-4.934164366,14.92653518
F020,5,-28.199972,17.1371238
F021,2,34.55197652,3.071205089
F022,2,29.91781334,-37.46182173
F023,5,-38.48948811,-15.50969867
F024,5,0.484998641,-37.7854562
F025,4,21.0814442,28.10614
F026,2,4.530232934,-26.31299341
F027,1,27.15399788,-34.15212241
F028,5,37.80255386,12.05324559
F029,5,36.48497819,-9.263825314
F030,2,-20.99613716,6.212335184
F031,4,26.13475909,-2.390004259
F032,5,3.941718718,4.354331175
F033,5,31.1185018,21.17334718
F034,2,-31.03698424,-33.10196074
F035,4,11.02831108,-2.243738177
F036,2,1.873116852,-3.392480671
F037,5,4.186407198,10.93358539
F038,5,6.555181683,5.531457831
F039,3,-37.9648957,-11.11809267
F040,2,6.752762085,-27.78319001
F041,3,-31.938606,25.56781806
F042,1,22.17658936,-14.89777368
F043,1,1.916516247,-24.05725786
F044,2,19.88328771,5.347468951
F045,2,3.152539823,6.77263246
F046,2,-38.42979785,34.31529847
F047,1,21.14481403,-35.11837016
F048,3,0.694752268,2.581154289
F049,2,-39.54288811,-33.07231205
F050,3,31.87506902,-32.90649355
F051,5,-16.8102663,-13.77106082
F052,3,-14.30208065,-12.64708254
F053,2,26.37126968,-21.34635494
F054,4,-7.365430609,15.53837792
F055,5,2.004676747,5.924254898
F056,5,-21.65226038,16.95876769
F057,5,24.34674404,-32.59128631
F058,2,-26.6699683,18.92365981
F059,1,39.21948643,2.771809621
F060,3,-37.49642671,37.55919451
F061,1,25.73822218,13.52866204
F062,5,24.14872694,37.43847033
F063,5,-1.272861896,6.954941828
F064,3,18.72351635,21.74913576
F065,4,4.932020599,-17.1909869
F066,1,5.39946105,12.3068413
F067,1,1.314545208,-34.63453322
F068,2,7.003905069,31.43351097
F069,5,30.15355447,-2.079112498
F070,4,-9.896531,13.17228199
F071,5,26.84062608,26.06405584
F072,3,-5.111344167,-7.833169064
F073,2,39.89421491,13.1395212
F074,4,26.13773292,18.9273933
